498,2.9,1.5492,4.671317286595,1.771317286595,1,0.6854838709677419
449,3.6,1.9322,5.871157739706,2.271157739706,1,0.6854838709677419
811,4.1,1.4491,4.913817659255,0.8138176592550002,0,0.6854838709677419
536,5.1,0.84984,5.711900431791,0.6119004317910006,0,0.6854838709677419
270,6.1,1.7288,3.970981091342,2.129018908658,1,0.6854838709677419
315,6.4,0.84984,4.623497709727,1.776502290273,1,0.6854838709677419
746,3.7,2.0111,4.454180798159,0.7541807981590001,0,0.6854838709677419
469,5.1,0.94868,5.745478310099,0.6454783100990005,0,0.6854838709677419
70,4.4,1.5055,4.839183559251,0.4391835592510001,0,0.6854838709677419
677,6.5,1.8886,5.34410032083,1.15589967917,0,0.6854838709677419
672,4.4,1.8288,4.967394245442,0.5673942454419993,0,0.6854838709677419
623,3.8,1.6633,5.154289785388,1.354289785388,0,0.6854838709677419
253,6.6,0.84984,5.779975826984,0.8200241730159998,0,0.6854838709677419
758,4.8,1.1005,4.845775967228,0.04577596722799981,0,0.6854838709677419
266,3.6,2.044,4.794721517919,1.194721517919,0,0.6854838709677419
208,4.8,1.0801,5.173286235127,0.3732862351269999,0,0.6854838709677419
47,4.4,1.6465,5.280032917468,0.8800329174679993,0,0.6854838709677419
355,5.1,1.2693,4.520811606547,0.5791883934529993,0,0.6854838709677419
558,2.8,1.7512,4.949381060437,2.149381060437,1,0.6854838709677419
228,3.5,1.3333,4.251687118688,0.7516871186880003,0,0.6854838709677419
245,4.2,1.6633,5.142861252212,0.9428612522119995,0,0.6854838709677419
366,6.9,1.3703,4.701617595572,2.198382404428,1,0.6854838709677419
644,4.3,2.0656,5.068829805171,0.7688298051710003,0,0.6854838709677419
159,3.8,1.912,5.225429754476,1.425429754476,0,0.6854838709677419
703,5.1,1.6997,5.017359062141,0.08264093785899984,0,0.6854838709677419
957,2.8,1.6364,4.811905037246,2.011905037246001,1,0.6854838709677419
503,5.8,1.075,5.392660347841,0.407339652159,0,0.6854838709677419
848,2.2,1.1595,6.828595871431,4.628595871431,1,0.6854838709677419
926,4,1.0801,4.463209709317,0.4632097093169998,0,0.6854838709677419
350,6,1.9003,5.481463751415,0.5185362485849998,0,0.6854838709677419
